text,mood
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,sadness
not well,sadness
@Miss_Rain oh what the hell  way to tell me.,sadness
@theblackestsea oh crap!!,sadness
so carlie came over and she fell asleep on me,happiness
@shaundiviney i didnt get the msg!! :'( but i bought princess,sadness
first puppy gone 2 new home.,worry
feeling extremally ill,worry
@Madush oh my... now im offended.  ha,sadness
&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony,worry
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.,worry
The 3d version of Up sold out   regular version it is!,sadness
@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend,sadness
Damn i have something to say and no one is listening,worry
@Jessicaveronica OMG YAYA!!! we put you #5 please not the end of the year,worry
I miss the old healthy me and I am loosing faith that I ever will be again,worry
Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,worry
@allyycase suuure,happiness
I miss my daily quotes! Why don't i get them anymore? @sschabowski am I kicked from your mailinglist?,worry
now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,sadness
@MateRiaLGirL1 I won't b hereeeeee. Imma b in georgia  and then I'm off to LA. Grrrrrr!,worry
Why am I still upppp????? LOL.  Work in less than 5 hours.,worry
bed. with stomach ache,sadness
@Bam_Hall Is that why you aint answer my call? Thought we were homies!?,worry
gnite  Fukn Nite * wanted sum {pinga} but couldn't get any,worry
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,sadness
finally accepting the fact that all cute guys are taken,sadness
@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.,sadness
Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC,worry
Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.,sadness
@HoptonHouseBnB now theres a thought .... do you still get goldfish at the fair ?? not seen them for years,worry
@cocoy @mike_online That's the sad thing about it.,worry
ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,happiness
feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,worry
I dont get twitter  Someone help me!,worry
@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.,happiness
Matty is le tired.,sadness
watching two of my patients die tonight has put me in a funk. one was young.,worry
@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,worry
@NellaGrl not really having a good night... missing my little girl...,sadness
Nite Tweeple.  Tomorrow will be day 25 at work.,sadness
Ahh man up and getting ready for work  I wanna sleep!!!,sadness
@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol,sadness
Wish I was at sri panwa now,sadness
@tanyaDlove whats up? im sad  you didnt text today.,worry
@lizhodgins I heard your moving to Sydney next year im not happy,worry
i miss seeing fireflies.....,sadness
Never has a chance of sleeping before midnight  my mind is so tired......,worry
happy to b home .. then my mind wanders an I can't sleep,worry
weebo is dying,worry
4 cases of swine flu!,worry
Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;crap things that can happen in a week&quot; list,worry
@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry,sadness
@FrankieTheSats people are pathetic  how do u know some one is trying?,worry
@ColeDavid had  a little family party tonight   hope it rocked,happiness
Complicated with a dream,worry
Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!,sadness
@Saresa And I feel your pain.,sadness
2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,sadness
@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!,sadness
@rsuenaga im not at litle oven tonight,worry
wow i'm really reallly ill,worry
I'm going to miss Miss Suhana,sadness
Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio,sadness
mary hates me again  i wana walmart it butno one wants to go,worry
is feeling really sick,worry
My face an my arms. Tragic. Seriously.,worry
@andyclemmensen you didnt send me the text,worry
Damnit. I have run out of candy coated books.,worry
tummy hurts,worry
I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/,sadness
sad that will have to leave my beautiful apartment,sadness
@greco31 I've been trying not to think about that!,sadness
sitting in school  sucks to be me!,worry
Ew I have creepy followers,worry
Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work,worry
Waiting on the bus! I miss my car,sadness
@Muhammad_Adel they didn't reply yet.. wait till they confirm.. in case somebody might have translated it already..,worry
It is kind of lonely when nobody will answer their phone.,sadness
Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,sadness
It was my baby bros last time singing in front of his school  im so so proud of him !!! but when did i get old  im only 22!,worry
http://twitpic.com/664oz - this is what happens when i have no models,worry
I still miss him... And i dont think he's coming back,worry
My tummy still hurts  another cubs game tom...goood night.,worry
@katrinalmoreno and im an idiot for missing their last show,sadness
@TreverKeith come back to Perth     I missed the show here!,worry
My baby was so drunk I brought her home for an hour to pass out then carried her to the car,worry
@JonConnelly You can vote every 20 mins I'm on page 2   http://twurl.nl/hxux3o,worry
I can't find my ipod,worry
@chuybe. you left me first .. and left your bed here for me to look at,sadness
finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work,worry
My throat hurts and I can't sleep.,worry
i pulled a muscle in my neck this morning just feels like its getting more sore,worry
@yahyan where did you go babe?,worry
Sadly I am bprohibiting myself from tweeting tonight. Sorry,sadness
its raining  now my hair will gett all gay,worry
@JERI7YN aww you're going back to east coast again?i haven't even seeen you!,worry
Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth,worry
@nassrenj I miss u guys too  I prob won't b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,worry
Been up since 5am with my poorly sick baby girl,worry
worried about Mr. Socks tonight.,worry
@JAYOJAY I'm straining to hear but it's very hard from all the way over here.,worry
@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune,sadness
Worried about the reply after sending THE SMS to 78277.,worry
@yahyan where'd you go!,worry
Oh good God crampsss...,worry
Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going,worry
I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,happiness
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,sadness
Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,worry
hahaha yeah i see that. but he can't twitter me back,happiness
Wookei why did you never accept my psn friend request,sadness
Can't get the sound to work while on DVD. I was going to watch Mary Poppins.,worry
@davidaKaplan As do I  Leopold says hello.,sadness
because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,sadness
what am i gonna do when my iphone is full!,worry
@tiataquito you stop it,sadness
Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.,happiness
just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,sadness
I honestly feel like I'm not healing or getting any better. This is not good,worry
Gotta a lot of work knocked out on the project but there's one feature that just refuses to work right. Can't release next version until,worry
tiiiired but i cant sleep,worry
@DannysGhirl no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,worry
Ready to go into work now.  cannot be bothered.,sadness
@TerrenceJ106 insomniac over here as well,worry
i really should stop relying on my family when they say their going to get me lunch,sadness
i lost mx way,worry
The computers and the Ethernet at school are so slow!,worry
@_erica I know right,sadness
i wish people would leave jon &amp; kate alone  i really like that show,worry
@roshnimo yup .. sad eh .. Betty man .. it should have been betty,sadness
very very bad headache that is getting worse by the minute not better.,worry
Here at work having lunch. A lot of work and not enough help,worry
@polyap POL! Is this song from a new album? I am really missing out on UdD!,sadness
is tired of summer already,sadness
feels really sick.,sadness
Why am I having such a hard time falling asleep,worry
someone has hacked into my emails!! fuck off!!,worry
@Trentskers Pfftt... I wish. Don't have time though.,sadness
Noones talking to me anymore,worry
@assembled ive been there before  haha,happiness
Their songs make me want to cry..,sadness
@AshleyGofficial aww dont cry ashley,sadness
looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,worry
